15,4:25 PM,New England Patriots_2016,Denver Broncos_2016,16,3,-13,New England Patriots_2016,14,2,0,0.875,441,250,191,11.9,-2.7,9.3,4.3,5,3,6180,1056,5.9,11,9,351,203,109,93,819,39,42.9,4.9,113.38,4,16,368,550,66.9,4308,32,5.8,2,0.4,79,8.1,9.1,12.1,269.3,109.5,24,148,4.2,7.5,8.5,2,2,231.01,7,16,482,1872,19,44,3.9,117,27,-116.5,1,16,19,32,0,0,0,0,0,51,1,2,0,46,49,27,32,3,441,27.6,1,5223,998,5.2,23,10,294,190,81,113,930,23,26.8,11.2,108.15,12,16,368,596,61.7,3806,21,3.5,13,72,2.2,6.8,6.5,11,237.9,84.4,34,227,75,54,5.4,6,5.8,29.68,4,16,368,1417,6,3.9,88.6,63.01,1,16,6,21,0,0,0,0,0,27,1,3,23,24,21,29,0,250,15.6,Denver Broncos_2016,9,7,0,0.563,333,297,36,2.3,1.8,4,-2,6.1,22,5169,1020,5.1,25,14,290,181,76,119,985,33,30.3,11.6,-94.99,21,16,339,570,59.5,3685,20,3.5,11,1.9,76,6.9,6.7,11.5,230.3,83.9,40,229,6.6,6,5.9,3,2,-9.53,27,16,410,1484,11,64,3.6,92.8,24,-77.5,4,16,11,20,0,0,1,3,0,35,1,2,1,32,33,29,34,0,333,20.8,4,5057,1076,4.7,27,13,306,169,101,110,990,36,29.4,12.2,144.49,1,16,306,552,55.4,2972,13,2.4,14,84,2.5,5.8,5.1,10.5,185.8,69.7,42,228,113,55,7.1,5,4.4,86.04,28,16,482,2085,15,4.3,130.3,43.52,4,16,15,13,0,1,0,1,0,30,1,3,24,27,29,33,2,297,18.6
15,4:25 PM,Oakland Raiders_2016,San Diego Chargers_2016,19,16,-3,Oakland Raiders_2016,12,4,0,0.75,416,385,31,1.9,1.3,3.3,3.5,-0.3,7,5973,1048,5.7,14,7,333,198,98,147,1247,37,38.7,7.2,-24.48,13,16,379,596,63.6,4051,29,4.9,7,1.2,75,6.9,7.4,10.9,253.2,95.3,18,86,2.9,6.6,7,7,7,63.9,6,16,434,1922,17,75,4.4,120.1,17,-70.84,20,16,17,29,0,0,0,1,0,47,5,7,0,37,39,29,35,0,416,26,20,6001,987,6.1,30,14,318,188,94,115,1062,36,35.3,14.2,-28.15,24,16,328,541,60.6,4120,27,5,16,73,3,7.9,7.6,13,257.5,89.8,25,147,80,49,4.4,7.3,7,-83.64,23,16,421,1881,18,4.5,117.6,30.15,20,16,18,27,1,0,0,0,0,46,4,7,35,39,22,26,0,385,24.1,San Diego Chargers_2016,5,11,0,0.313,410,423,-13,-0.8,0.9,0.1,3,-3,9,5708,1014,5.6,35,14,340,214,90,107,780,36,38.1,18.2,-29.1,8,16,349,580,60.2,4198,33,5.7,21,3.6,59,7.6,7.1,12.6,262.4,87.6,36,188,5.8,6.8,6.4,1,1,62.52,26,16,398,1510,10,48,3.8,94.4,22,-80.38,29,16,10,33,0,0,2,3,0,48,0,2,0,42,46,26,32,1,410,25.6,29,5554,1025,5.4,28,10,329,204,98,119,837,27,39.8,14.5,71.88,20,16,364,580,62.8,3987,21,3.6,18,86,3.1,7.3,6.6,11.6,249.2,83.8,35,230,87,94,5.7,6.5,5.8,0.36,10,16,410,1567,20,3.8,97.9,62.71,29,16,20,21,1,0,1,3,0,46,2,3,42,42,33,38,1,423,26.4
15,8:30 PM,Tampa Bay Buccaneers_2016,Dallas Cowboys_2016,20,26,6,Tampa Bay Buccaneers_2016,9,7,0,0.563,354,369,-15,-0.9,0.7,-0.2,-1.5,1.3,19,5542,1066,5.2,27,9,340,220,80,109,926,40,32.4,14.8,-33.29,16,16,355,578,61.4,3926,29,5,18,3.1,45,7.2,6.8,11.7,245.4,87,35,239,5.7,6.4,6,1,3,78.88,24,16,453,1616,8,45,3.6,101,19,-85.54,15,16,8,29,0,0,0,4,0,41,4,7,0,32,34,22,31,1,354,22.1,15,5887,1013,5.8,29,12,326,203,102,121,1061,21,35.9,14.7,39.69,22,16,347,548,63.3,4012,24,4.4,17,87,3.1,7.7,7.2,12.2,250.8,88.8,38,234,83,76,6.5,6.8,6.4,-9.36,22,16,427,1875,15,4.4,117.2,37.3,15,16,15,24,0,0,1,1,0,41,2,5,34,35,27,36,2,369,23.1,Dallas Cowboys_2016,13,3,0,0.813,421,306,115,7.2,-0.2,7,4.1,2.9,5,6027,1010,6,15,9,358,191,142,105,879,25,43.9,8.7,86.3,23,16,325,483,67.3,3631,25,5.2,6,1.2,83,7.9,8.3,11.7,226.9,103,28,168,5.5,7.1,7.6,5,5,103.88,2,16,499,2396,24,60,4.8,149.8,22,-9.95,5,16,24,25,0,0,0,0,0,49,0,2,0,46,46,27,32,0,421,26.3,5,5503,1009,5.5,20,11,330,226,79,90,784,25,35.1,11.3,-27.42,26,16,425,633,67.1,4167,25,3.9,9,64,1.4,6.9,7.1,10.3,260.4,94.1,36,209,91,78,5.4,6.2,6.4,-84.2,1,16,340,1336,9,3.9,83.5,51.41,5,16,9,25,0,0,0,0,0,34,0,6,27,28,25,32,0,306,19.1
15,8:30 PM,Carolina Panthers_2016,Washington Redskins_2016,26,15,-11,Carolina Panthers_2016,6,10,0,0.375,369,402,-33,-2.1,1.1,-1,-0.2,-0.8,15,5499,1052,5.2,29,10,318,194,99,98,835,25,34.7,14,-81.23,22,16,306,563,54.4,3685,21,3.7,19,3.4,88,7,6.3,12.9,230.3,75.1,36,277,6,6.2,5.4,0,0,-12.06,10,16,453,1814,16,47,4,113.4,13,-53.01,26,16,16,21,0,0,2,1,0,40,3,6,0,31,34,30,38,1,369,23.1,26,5756,1035,5.6,27,10,329,223,90,112,907,16,36.2,13.8,57.81,29,16,409,612,66.8,4291,27,4.4,17,70,2.8,7.5,7.1,11.2,268.2,92,47,270,93,77,7.1,6.5,6.2,-11.03,6,16,376,1465,11,3.9,91.6,44.95,26,16,11,27,1,0,0,4,0,43,4,6,35,37,33,42,1,402,25.1,Washington Redskins_2016,8,7,1,0.531,396,383,13,0.8,1.2,2,3.3,-1.3,12,6454,1009,6.4,21,9,345,226,89,110,909,30,43.4,11.4,105.24,2,16,407,607,67.1,4758,25,4.1,12,2,80,8.2,8.1,12.2,297.4,97.4,23,190,3.7,7.6,7.5,4,4,147,21,16,379,1696,17,66,4.5,106,19,-23.4,19,16,17,25,1,0,0,0,0,43,0,4,0,36,39,34,42,0,396,24.8,19,6046,1050,5.8,21,8,368,225,109,100,1023,34,38.5,11.8,-32.66,25,16,387,589,65.7,4130,22,3.7,13,75,2.2,7.4,7.2,11.3,258.1,91.1,38,253,111,86,6.1,6.6,6.4,-82.22,24,16,423,1916,19,4.5,119.8,45.82,19,16,19,22,0,1,1,2,0,45,0,2,41,43,24,30,0,383,23.9
16,8:25 PM,New York Giants_2016,Philadelphia Eagles_2016,19,24,5,New York Giants_2016,11,5,0,0.688,310,284,26,1.6,0.5,2.1,-3.2,5.4,26,5291,1018,5.2,27,11,289,190,73,88,857,26,27.5,13,-74.19,17,16,377,598,63,3879,26,4.3,16,2.7,75,6.7,6.4,10.7,242.4,86,22,148,3.5,6.3,5.9,3,6,0.05,29,16,398,1412,6,25,3.5,88.3,22,-70.14,2,16,6,26,0,0,2,1,1,36,0,1,0,31,35,21,22,0,310,19.4,2,5435,1062,5.1,25,8,298,191,82,104,853,25,29.9,12.2,98.26,23,16,369,630,58.6,4018,15,2.4,17,101,2.7,6.8,6,11.5,251.1,75.8,35,242,85,78,5.3,6,5.3,-1.9,3,16,397,1417,10,3.6,88.6,88.6,2,16,10,15,0,0,0,1,0,26,0,1,24,25,34,40,1,284,17.8,Philadelphia Eagles_2016,7,9,0,0.438,367,331,36,2.3,1.6,3.8,1.3,2.5,16,5398,1080,5,20,6,333,192,114,113,945,27,37.6,11.2,-45.33,24,16,380,609,62.4,3585,16,2.6,14,2.3,73,6.2,5.7,10,224.1,79.2,33,213,5.1,5.6,5.1,1,1,15.12,11,16,438,1813,16,30,4.1,113.3,24,-54.66,12,16,16,16,0,2,0,3,0,37,4,6,0,30,31,35,41,1,367,22.9,12,5484,978,5.6,26,10,300,177,89,99,837,34,33.9,13.4,25.9,13,16,333,553,60.2,3832,25,4.5,16,77,2.9,7.3,6.9,12.1,239.5,85.7,34,207,90,75,5.8,6.5,6.2,-15.13,15,16,391,1652,10,4.2,103.3,30.88,12,16,10,25,1,0,0,0,0,36,0,1,31,34,28,33,0,331,20.7
16,1:00 PM,Atlanta Falcons_2016,Carolina Panthers_2016,33,16,-17,Atlanta Falcons_2016,11,5,0,0.688,540,406,134,8.4,0.1,8.5,10.5,-2,1,6653,995,6.7,11,4,379,239,108,104,848,32,52.6,6.3,212.07,3,16,374,537,69.6,4725,38,7.1,7,1.3,76,9.2,10.1,13.3,295.3,116.8,37,235,6.4,8.2,9,1,2,243.07,5,16,421,1928,20,75,4.6,120.5,8,-11.02,27,16,20,38,0,0,2,3,0,63,2,6,0,56,57,34,37,0,540,33.8,27,5939,1059,5.6,22,10,358,232,95,113,974,31,39.2,11.4,-34.14,28,16,422,655,64.4,4267,31,4.7,12,88,1.8,6.9,7,10.7,266.7,92.5,34,228,81,64,4.9,6.2,6.3,-82.03,17,16,370,1672,15,4.5,104.5,26.99,27,16,15,31,0,0,0,2,0,48,6,10,35,38,23,27,0,406,25.4,Carolina Panthers_2016,6,10,0,0.375,369,402,-33,-2.1,1.1,-1,-0.2,-0.8,15,5499,1052,5.2,29,10,318,194,99,98,835,25,34.7,14,-81.23,22,16,306,563,54.4,3685,21,3.7,19,3.4,88,7,6.3,12.9,230.3,75.1,36,277,6,6.2,5.4,0,0,-12.06,10,16,453,1814,16,47,4,113.4,13,-53.01,26,16,16,21,0,0,2,1,0,40,3,6,0,31,34,30,38,1,369,23.1,26,5756,1035,5.6,27,10,329,223,90,112,907,16,36.2,13.8,57.81,29,16,409,612,66.8,4291,27,4.4,17,70,2.8,7.5,7.1,11.2,268.2,92,47,270,93,77,7.1,6.5,6.2,-11.03,6,16,376,1465,11,3.9,91.6,44.95,26,16,11,27,1,0,0,4,0,43,4,6,35,37,33,42,1,402,25.1
16,1:00 PM,Miami Dolphins_2016,Buffalo Bills_2016,34,31,-3,Miami Dolphins_2016,10,6,0,0.625,363,380,-17,-1.1,-1.3,-2.4,-0.6,-1.8,17,5324,913,5.8,23,8,278,167,90,125,1142,21,30.7,11.1,-48.39,26,16,316,477,66.2,3500,27,5.7,15,3.1,74,7.8,7.5,11.8,218.8,95.5,30,216,5.9,6.9,6.6,4,5,17.75,9,16,406,1824,14,62,4.5,114,26,-53.07,18,16,14,27,1,1,0,1,1,45,1,2,1,41,42,16,21,0,363,22.7,18,6122,1088,5.6,25,9,349,199,109,109,919,41,35.1,12.9,-16.46,15,16,368,591,62.3,3875,30,5.1,16,75,2.7,6.9,6.7,11.1,242.2,88.5,33,226,96,73,5.3,6.2,6,-39.65,30,16,464,2247,12,4.8,140.4,16.07,18,16,12,30,0,0,0,1,0,43,5,5,34,38,26,35,0,380,23.8,Buffalo Bills_2016,7,9,0,0.438,399,378,21,1.3,-1.6,-0.3,1.8,-2.2,10,5666,1012,5.6,12,5,328,155,146,112,960,27,36.7,6.8,60.85,30,16,286,474,60.3,3036,17,3.6,7,1.5,84,6.9,6.9,11.4,189.8,86.7,46,214,8.8,5.8,5.9,1,1,36.85,1,16,492,2630,29,75,5.3,164.4,15,35.39,17,16,29,17,0,0,2,1,0,49,4,4,0,40,45,19,25,0,399,24.9,17,5712,1019,5.6,18,6,338,183,122,106,884,33,38.8,9.3,46.56,6,16,306,511,59.9,3582,19,3.7,12,74,2.3,7.5,7.2,12.5,223.9,85.9,39,253,79,70,7.1,6.5,6.2,-17.7,29,16,469,2130,21,4.5,133.1,52.25,17,16,21,19,0,0,0,0,1,41,2,3,36,38,30,32,1,378,23.6
16,1:00 PM,Washington Redskins_2016,Chicago Bears_2016,41,21,-20,Washington Redskins_2016,8,7,1,0.531,396,383,13,0.8,1.2,2,3.3,-1.3,12,6454,1009,6.4,21,9,345,226,89,110,909,30,43.4,11.4,105.24,2,16,407,607,67.1,4758,25,4.1,12,2,80,8.2,8.1,12.2,297.4,97.4,23,190,3.7,7.6,7.5,4,4,147,21,16,379,1696,17,66,4.5,106,19,-23.4,19,16,17,25,1,0,0,0,0,43,0,4,0,36,39,34,42,0,396,24.8,19,6046,1050,5.8,21,8,368,225,109,100,1023,34,38.5,11.8,-32.66,25,16,387,589,65.7,4130,22,3.7,13,75,2.2,7.4,7.2,11.3,258.1,91.1,38,253,111,86,6.1,6.6,6.4,-82.22,24,16,423,1916,19,4.5,119.8,45.82,19,16,19,22,0,1,1,2,0,45,0,2,41,43,24,30,0,383,23.9,Chicago Bears_2016,3,13,0,0.188,279,399,-120,-7.5,0,-7.5,-5.2,-2.3,29,5704,967,5.9,31,12,324,212,93,110,967,19,27.3,17.4,-70.06,14,16,347,559,62.1,3969,19,3.4,19,3.4,64,7.4,6.6,11.9,248.1,81.8,28,170,4.8,6.8,6,0,0,-14.33,17,16,380,1735,10,69,4.6,108.4,26,-46.68,24,16,10,19,1,0,1,1,0,32,0,0,0,31,32,18,23,1,279,17.4,24,5548,1012,5.5,11,3,322,188,99,103,959,35,42,6.3,-68.19,7,16,342,530,64.5,3598,22,4.2,8,70,1.5,7.2,7.4,11.2,224.9,93.5,37,230,75,66,6.5,6.3,6.5,-96.13,27,16,445,1950,18,4.4,121.9,17.2,24,16,18,22,1,0,1,1,0,43,1,1,38,42,33,35,1,399,24.9
16,1:00 PM,San Diego Chargers_2016,Cleveland Browns_2016,17,20,3,San Diego Chargers_2016,5,11,0,0.313,410,423,-13,-0.8,0.9,0.1,3,-3,9,5708,1014,5.6,35,14,340,214,90,107,780,36,38.1,18.2,-29.1,8,16,349,580,60.2,4198,33,5.7,21,3.6,59,7.6,7.1,12.6,262.4,87.6,36,188,5.8,6.8,6.4,1,1,62.52,26,16,398,1510,10,48,3.8,94.4,22,-80.38,29,16,10,33,0,0,2,3,0,48,0,2,0,42,46,26,32,1,410,25.6,29,5554,1025,5.4,28,10,329,204,98,119,837,27,39.8,14.5,71.88,20,16,364,580,62.8,3987,21,3.6,18,86,3.1,7.3,6.6,11.6,249.2,83.8,35,230,87,94,5.7,6.5,5.8,0.36,10,16,410,1567,20,3.8,97.9,62.71,29,16,20,21,1,0,1,3,0,46,2,3,42,42,33,38,1,423,26.4,Cleveland Browns_2016,1,15,0,0.063,264,452,-188,-11.8,1.7,-10.1,-5.2,-4.9,31,4976,983,5.1,25,11,296,181,83,95,736,32,27.2,13.3,-72.41,28,16,338,567,59.6,3264,15,2.6,14,2.5,58,6.5,5.9,10.9,204,77.4,66,429,10.4,5.2,4.6,0,0,-9.7,19,16,350,1712,13,85,4.9,107,26,-30.05,30,16,13,15,0,0,0,1,0,29,2,4,0,23,25,21,27,0,264,16.5,30,6279,1067,5.9,13,3,364,220,121,104,930,23,40.8,6.1,-128.14,21,16,347,543,63.9,3996,36,6.6,10,67,1.8,7.7,8.2,12,249.8,101.8,26,177,81,52,4.6,7,7.5,-138.11,31,16,498,2283,18,4.6,142.7,6.08,30,16,18,36,0,0,2,0,0,56,2,2,49,52,19,27,2,452,28.3
16,1:00 PM,Minnesota Vikings_2016,Green Bay Packers_2016,25,38,13,Minnesota Vikings_2016,8,8,0,0.5,327,307,20,1.3,-0.3,0.9,-2.6,3.6,23,5041,1006,5,16,11,303,209,66,103,882,28,32.8,7.5,-60.91,18,16,414,588,70.4,3836,20,3.4,5,0.9,71,7,7.3,9.9,239.8,97.7,38,283,6.1,6.1,6.4,1,1,49.94,32,16,380,1205,9,36,3.2,75.3,20,-95.97,6,16,9,20,2,1,2,2,0,36,1,3,0,26,33,27,31,1,327,20.4,6,5038,993,5.1,27,13,304,186,87,99,825,31,33.3,14.1,97.72,3,16,332,548,60.6,3327,22,4,14,59,2.6,6.6,6.3,11,207.9,83,41,310,114,63,7,5.6,5.3,19.38,20,16,404,1711,9,4.2,106.9,68.51,6,16,9,22,0,1,0,0,0,32,1,2,29,29,28,32,0,307,19.2,Green Bay Packers_2016,10,6,0,0.625,432,388,44,2.8,0.1,2.8,4.9,-2,4,5900,1029,5.7,17,9,349,222,91,100,827,36,43.8,9.1,115.16,7,16,403,620,65,4199,40,6.5,8,1.3,60,7.2,7.9,11,262.4,102.3,35,246,5.3,6.4,7.1,0,2,179.05,20,16,374,1701,11,61,4.5,106.3,21,-50.04,21,16,11,40,0,0,0,0,0,51,2,4,0,44,47,26,30,0,432,27,21,5823,987,5.9,25,8,329,227,80,109,964,22,41,13.9,-29.27,31,16,370,571,64.8,4308,32,5.6,17,88,3,8.1,7.8,12.4,269.3,95.9,40,295,88,82,6.5,7.1,6.8,-94.43,8,16,376,1515,11,4,94.7,49.72,21,16,11,32,0,1,1,0,0,45,0,5,37,40,27,29,0,388,24.3
16,1:00 PM,Tennessee Titans_2016,Jacksonville Jaguars_2016,17,38,21,Tennessee Titans_2016,9,7,0,0.563,381,378,3,0.2,-1.2,-1,0.7,-1.7,14,5728,1008,5.7,18,7,322,175,115,110,1012,32,36.4,9.8,-10,25,16,307,504,60.9,3541,29,5.8,11,2.2,60,7.4,7.5,12.1,221.3,93.7,28,179,5.3,6.7,6.8,2,2,42.9,3,16,476,2187,16,75,4.6,136.7,16,-31.4,16,16,16,29,0,0,1,0,0,46,0,5,0,39,41,22,24,0,381,23.8,16,5720,1031,5.5,18,6,324,227,70,137,1191,27,35,9,8.52,30,16,388,635,61.1,4307,25,3.9,12,76,1.9,7.2,7.2,11.8,269.2,88.3,40,278,95,68,5.9,6.4,6.3,-75.71,2,16,356,1413,10,4,88.3,61.46,16,16,10,25,2,0,3,3,0,43,1,3,35,40,27,32,1,378,23.6,Jacksonville Jaguars_2016,3,13,0,0.188,318,400,-82,-5.1,0.2,-5,-2.7,-2.3,25,5359,1052,5.1,29,13,321,207,75,129,1187,39,31.4,13.6,-67.5,20,16,369,626,58.9,3728,24,3.8,16,2.6,51,6.3,5.9,10.6,233,79.5,34,197,5.2,5.6,5.3,1,1,12.29,22,16,392,1631,8,57,4.2,101.9,23,-64.26,25,16,8,24,0,1,0,1,0,34,2,2,0,29,32,27,34,0,318,19.9,25,5147,1030,5,13,6,305,174,93,101,948,38,39.3,5.8,40.52,5,16,345,551,62.6,3444,20,3.6,7,55,1.3,6.6,6.7,10.5,215.3,88.5,33,183,77,80,5.7,5.9,6,-15.33,19,16,446,1703,17,3.8,106.4,49.93,25,16,17,20,1,0,0,3,0,41,1,1,36,40,38,41,1,400,25
16,1:00 PM,New York Jets_2016,New England Patriots_2016,3,41,38,New York Jets_2016,5,11,0,0.313,275,409,-134,-8.4,-0.1,-8.5,-5.5,-3,30,5268,1003,5.3,34,9,291,166,97,93,837,28,29.7,17.8,-79.69,27,16,311,550,56.5,3466,16,2.9,25,4.5,69,6.6,5.2,11.7,216.6,67.6,35,179,6,5.9,4.5,1,1,-61.88,12,16,418,1802,10,35,4.3,112.6,24,-13.71,28,16,10,16,0,0,1,0,1,28,1,1,0,24,26,27,31,0,275,17.2,28,5479,1000,5.5,14,6,318,203,86,74,651,29,37.7,7.1,-55.99,17,16,347,545,63.7,3898,30,5.5,8,54,1.5,7.5,7.9,11.7,243.6,98.5,27,179,81,71,4.7,6.8,7.2,-124.47,11,16,428,1581,11,3.7,98.8,64.26,28,16,11,30,0,1,3,1,1,47,1,2,44,45,27,31,0,409,25.6,New England Patriots_2016,14,2,0,0.875,441,250,191,11.9,-2.7,9.3,4.3,5,3,6180,1056,5.9,11,9,351,203,109,93,819,39,42.9,4.9,113.38,4,16,368,550,66.9,4308,32,5.8,2,0.4,79,8.1,9.1,12.1,269.3,109.5,24,148,4.2,7.5,8.5,2,2,231.01,7,16,482,1872,19,44,3.9,117,27,-116.5,1,16,19,32,0,0,0,0,0,51,1,2,0,46,49,27,32,3,441,27.6,1,5223,998,5.2,23,10,294,190,81,113,930,23,26.8,11.2,108.15,12,16,368,596,61.7,3806,21,3.5,13,72,2.2,6.8,6.5,11,237.9,84.4,34,227,75,54,5.4,6,5.8,29.68,4,16,368,1417,6,3.9,88.6,63.01,1,16,6,21,0,0,0,0,0,27,1,3,23,24,21,29,0,250,15.6
16,4:05 PM,Indianapolis Colts_2016,Oakland Raiders_2016,25,33,8,Indianapolis Colts_2016,8,8,0,0.5,411,392,19,1.2,-0.8,0.4,3.1,-2.7,8,5830,1037,5.6,22,7,351,220,93,103,883,38,40.6,12.2,68.23,5,16,370,584,63.4,4202,32,5.5,15,2.6,64,7.7,7.6,12.1,262.6,94.5,44,289,7,6.7,6.6,4,4,102.28,23,16,409,1628,13,33,4,101.8,16,-17.5,22,16,13,32,0,1,1,0,0,47,2,3,0,44,44,27,31,0,411,25.7,22,6126,1024,6,17,9,353,225,93,125,1155,35,41.5,9.7,-46.92,27,16,378,582,64.9,4200,27,4.6,8,60,1.4,7.6,7.9,11.7,262.5,97.5,33,211,82,50,5.4,6.8,7.1,-91.69,25,16,409,1926,12,4.7,120.4,25.48,22,16,12,27,0,0,2,1,0,42,1,3,34,39,34,40,1,392,24.5,Oakland Raiders_2016,12,4,0,0.75,416,385,31,1.9,1.3,3.3,3.5,-0.3,7,5973,1048,5.7,14,7,333,198,98,147,1247,37,38.7,7.2,-24.48,13,16,379,596,63.6,4051,29,4.9,7,1.2,75,6.9,7.4,10.9,253.2,95.3,18,86,2.9,6.6,7,7,7,63.9,6,16,434,1922,17,75,4.4,120.1,17,-70.84,20,16,17,29,0,0,0,1,0,47,5,7,0,37,39,29,35,0,416,26,20,6001,987,6.1,30,14,318,188,94,115,1062,36,35.3,14.2,-28.15,24,16,328,541,60.6,4120,27,5,16,73,3,7.9,7.6,13,257.5,89.8,25,147,80,49,4.4,7.3,7,-83.64,23,16,421,1881,18,4.5,117.6,30.15,20,16,18,27,1,0,0,0,0,46,4,7,35,39,22,26,0,385,24.1
16,4:25 PM,Arizona Cardinals_2016,Seattle Seahawks_2016,34,31,-3,Arizona Cardinals_2016,7,8,1,0.469,418,362,56,3.5,-1.9,1.6,2.4,-0.8,6,5868,1086,5.4,28,11,368,229,97,104,889,42,35,14.2,-25.79,9,16,383,646,59.3,4136,28,4.3,17,2.6,80,6.8,6.5,11.6,258.5,83.5,41,289,6,6,5.7,1,3,21.2,18,16,399,1732,20,58,4.3,108.3,27,-30.9,14,16,20,28,0,0,1,2,0,51,1,4,0,43,47,21,28,2,418,26.1,14,4883,1019,4.8,28,14,293,175,90,123,1010,28,32.5,12.9,81.68,4,16,344,547,62.9,3365,21,3.8,14,68,2.6,6.8,6.5,10.9,210.3,85.1,48,374,103,105,8.1,5.7,5.3,8.58,9,16,424,1518,16,3.6,94.9,65.16,14,16,16,21,0,1,2,1,0,41,1,1,37,40,25,28,0,362,22.6,Seattle Seahawks_2016,10,5,1,0.656,354,292,62,3.9,-1.7,2.1,-2.4,4.5,18,5715,1012,5.6,18,6,313,203,85,117,970,25,37.3,9.7,-11.48,10,16,368,567,64.9,4124,23,4.1,12,2.1,59,7.8,7.7,12,257.8,93.4,42,298,6.9,6.8,6.6,4,3,61.78,25,16,403,1591,13,75,3.9,99.4,22,-59.8,3,16,13,23,0,0,1,0,0,37,1,2,0,29,35,33,37,1,354,22.1,3,5099,1020,5,19,8,307,180,94,103,925,33,28.3,10.3,69.7,8,16,331,537,61.6,3612,16,3,11,70,2,7.2,6.9,11.7,225.8,85,42,272,104,77,7.3,6.2,5.9,-47.24,7,16,441,1487,16,3.4,92.9,101.38,3,16,16,16,0,0,0,0,0,32,3,4,29,29,19,27,1,292,18.3
16,4:25 PM,Tampa Bay Buccaneers_2016,New Orleans Saints_2016,24,31,7,Tampa Bay Buccaneers_2016,9,7,0,0.563,354,369,-15,-0.9,0.7,-0.2,-1.5,1.3,19,5542,1066,5.2,27,9,340,220,80,109,926,40,32.4,14.8,-33.29,16,16,355,578,61.4,3926,29,5,18,3.1,45,7.2,6.8,11.7,245.4,87,35,239,5.7,6.4,6,1,3,78.88,24,16,453,1616,8,45,3.6,101,19,-85.54,15,16,8,29,0,0,0,4,0,41,4,7,0,32,34,22,31,1,354,22.1,15,5887,1013,5.8,29,12,326,203,102,121,1061,21,35.9,14.7,39.69,22,16,347,548,63.3,4012,24,4.4,17,87,3.1,7.7,7.2,12.2,250.8,88.8,38,234,83,76,6.5,6.8,6.4,-9.36,22,16,427,1875,15,4.4,117.2,37.3,15,16,15,24,0,0,1,1,0,41,2,5,34,35,27,36,2,369,23.1,New Orleans Saints_2016,7,9,0,0.438,469,454,15,0.9,0.6,1.5,6.8,-5.3,2,6816,1105,6.2,24,9,395,265,105,107,969,25,45.9,12.7,76.86,1,16,472,674,70,5074,38,5.6,15,2.2,98,7.8,7.9,11.1,317.1,102.5,27,184,3.9,7.2,7.4,2,4,116.53,16,16,404,1742,17,75,4.3,108.9,17,-16.59,31,16,17,38,0,0,0,0,0,55,2,5,0,49,50,28,34,1,469,29.3,31,6006,1008,6,21,12,353,230,91,104,881,32,45.3,12.2,-61.65,32,16,378,582,64.9,4380,27,4.6,9,67,1.5,7.9,8.1,12.2,273.8,98.1,30,213,106,65,4.9,7.2,7.4,-128.7,14,16,396,1626,19,4.1,101.6,43.12,31,16,19,27,0,0,2,2,1,51,3,5,44,46,32,35,0,454,28.4
